wahltermin_datum,wahl,Wahlkreis,AGS,Bez-Nr,Wahlberechtigte insgesamt,ohne Vermerk W,mit Vermerk W,nicht im W�hlerverzeichnis,Waehler,DavonMitWahlschein,UngueltigeErststimmen,UngueltigeZweitstimmen,GueltigeErststimmen,GueltigeZweitstimmen,CDU ,CDU,SPD,SPD,FDP,FDP,GR�NE,GR�NE,DIE LINKE,DIE LINKE,Piraten,Piraten,NPD,NPD,REP,REP,B�ndnis 21 / RRP,B�ndnis 21 /RRP,Volksabstimmung,Volksabstimmung,�DP,�DP,MLPD,MLPD,B�So,B�So,PSG,PSG,AfD,AfD,BIG,BIG,pro Deutschland,pro Deutschland,Die Rechte,Die Rechte,FREIE W�HLER,FREIE W�HLER,Partei der Nichtw�hler,Partei der Nichtw�hler,Partei der Vernunft,Partei der Vernunft,Die PARTEI,Die PARTEI
22.09.2013,Bundestagswahl,140,5911000,2209,860,679,181,0,447,0,5,2,442,445,145,123,223,197,5,14,12,24,28,23,12,11,17,11,,4,,0,,0,,2,0,0,,0,,0,,31,,0,,1,,0,,2,,2,,0,,0
22.09.2013,Bundestagswahl,140,5911000,2210,840,654,186,0,431,1,7,6,424,425,150,133,197,172,4,13,26,35,21,22,18,12,8,7,,0,,0,,1,,1,0,0,,1,,0,,16,,3,,4,,1,,2,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,2301,831,663,168,0,356,0,3,3,353,353,93,82,175,159,6,6,17,25,31,29,18,13,13,7,,0,,0,,0,,0,0,1,,0,,0,,25,,1,,0,,0,,4,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,2302,980,861,119,0,384,0,8,7,376,377,110,106,165,157,4,7,18,19,41,44,20,9,18,10,,1,,0,,0,,1,0,0,,0,,0,,21,,0,,0,,0,,0,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,2303,1108,915,193,0,577,0,7,5,570,572,163,133,286,268,4,15,25,35,50,50,20,16,21,13,,1,,0,,1,,0,1,1,,0,,1,,32,,2,,1,,1,,0,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,2304,999,818,181,0,463,0,13,9,450,454,147,124,216,214,4,9,17,17,39,36,7,11,20,14,,2,,0,,0,,0,0,0,,0,,0,,20,,1,,1,,0,,1,,1,,0,,3
22.09.2013,Bundestagswahl,140,5911000,2305,944,763,181,0,432,1,1,1,431,431,134,127,183,163,11,20,32,40,47,44,8,5,15,15,,0,,1,,0,,2,1,1,,0,,0,,8,,2,,0,,0,,0,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,2306,872,765,107,0,350,0,4,3,346,347,101,88,155,143,2,8,9,10,30,34,18,14,29,11,,1,,0,,0,,1,2,2,,0,,0,,26,,0,,5,,0,,0,,0,,0,,4
22.09.2013,Bundestagswahl,140,5911000,2307,700,610,90,0,304,0,7,8,297,296,75,68,155,132,1,5,8,14,26,31,15,12,16,10,,1,,0,,0,,0,1,1,,0,,0,,14,,2,,3,,2,,0,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,2401,1033,846,187,0,488,1,4,3,484,485,151,122,198,177,7,18,31,36,52,67,31,19,10,8,,1,,0,,0,,1,4,3,,0,,0,,22,,1,,1,,0,,0,,0,,0,,9
22.09.2013,Bundestagswahl,140,5911000,2402,1045,858,187,0,576,0,7,7,569,569,187,162,287,251,10,23,22,28,25,38,20,12,18,12,,1,,0,,2,,1,0,2,,0,,0,,30,,1,,1,,0,,3,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,2403,1086,924,162,0,617,0,11,7,606,610,210,187,277,253,4,11,18,19,44,54,28,13,25,19,,1,,2,,1,,1,0,0,,0,,2,,34,,0,,5,,1,,3,,1,,0,,3
22.09.2013,Bundestagswahl,140,5911000,2404,1139,981,158,0,549,0,10,8,539,541,161,147,249,224,7,14,17,25,45,55,21,10,38,22,,2,,0,,2,,0,1,1,,0,,0,,29,,0,,3,,0,,1,,2,,1,,3
22.09.2013,Bundestagswahl,140,5911000,2405,971,773,198,0,457,1,1,0,456,457,158,145,213,200,6,17,19,17,26,32,10,6,22,10,,1,,0,,0,,0,2,1,,0,,0,,25,,0,,1,,0,,1,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,2406,1094,963,131,0,589,1,9,6,580,583,172,150,307,256,2,11,21,34,39,51,19,21,20,12,,0,,0,,0,,1,0,0,,0,,0,,40,,2,,2,,0,,1,,0,,1,,1
22.09.2013,Bundestagswahl,140,5911000,2407,995,806,189,0,372,0,6,2,366,370,95,91,184,166,4,7,9,18,46,41,13,13,14,10,,1,,0,,0,,0,1,1,,0,,0,,16,,1,,0,,0,,0,,0,,1,,4
22.09.2013,Bundestagswahl,140,5911000,2501,1057,877,180,0,578,1,5,4,573,574,171,159,284,247,11,20,25,32,44,46,18,13,20,14,,4,,0,,2,,0,0,0,,1,,0,,30,,0,,2,,0,,0,,1,,0,,3
22.09.2013,Bundestagswahl,140,5911000,2502,895,734,161,0,441,0,9,8,432,433,99,85,235,230,1,2,26,28,40,47,15,11,15,7,,0,,0,,0,,0,1,0,,0,,0,,19,,0,,1,,0,,0,,2,,0,,1
22.09.2013,Bundestagswahl,140,5911000,2503,984,757,227,0,563,0,9,9,554,554,234,199,247,210,6,24,15,37,33,35,7,9,10,11,,0,,0,,3,,0,2,0,,0,,0,,21,,0,,2,,0,,0,,0,,1,,2
22.09.2013,Bundestagswahl,140,5911000,2504,1075,898,177,0,540,2,7,9,533,531,180,160,274,251,9,15,13,27,34,33,12,10,10,9,,0,,0,,1,,0,1,1,,0,,1,,18,,0,,3,,0,,2,,0,,0,,0
22.09.2013,Bundestagswahl,140,5911000,2505,1099,881,218,0,559,0,9,9,550,550,210,177,254,215,10,18,15,38,31,32,15,15,12,13,,1,,0,,0,,0,3,1,,0,,0,,32,,0,,1,,0,,1,,1,,0,,5
22.09.2013,Bundestagswahl,140,5911000,2506,1223,877,346,0,549,2,12,5,537,544,199,179,245,207,1,8,31,49,33,40,15,13,13,7,,0,,0,,1,,0,0,1,,0,,0,,26,,0,,4,,2,,2,,4,,0,,1
22.09.2013,Bundestagswahl,140,5911000,2507,1278,1013,265,0,708,1,18,15,690,693,257,222,321,268,5,16,17,34,53,61,18,15,18,17,,2,,0,,3,,1,1,0,,0,,0,,48,,0,,0,,1,,2,,0,,1,,2
22.09.2013,Bundestagswahl,140,5911000,2508,909,757,152,0,434,1,18,12,416,422,148,128,185,179,6,15,18,20,31,26,15,16,11,8,,0,,1,,1,,0,2,1,,0,,0,,19,,0,,2,,0,,3,,1,,0,,2
22.09.2013,Bundestagswahl,140,5911000,2601,1300,940,360,0,693,2,8,6,685,687,304,271,274,240,11,33,43,44,28,39,13,15,11,8,,0,,0,,1,,1,1,0,,0,,0,,27,,0,,6,,0,,1,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,2602,1229,940,289,0,642,4,8,4,634,638,157,138,386,352,3,11,17,40,43,37,10,14,18,14,,2,,0,,2,,1,0,0,,0,,1,,22,,0,,2,,1,,1,,0,,0,,0
22.09.2013,Bundestagswahl,140,5911000,2603,1304,948,356,0,699,3,6,3,693,696,281,245,296,268,9,28,31,50,46,41,17,9,13,7,,4,,0,,1,,0,0,0,,0,,0,,35,,0,,1,,1,,2,,0,,2,,2
22.09.2013,Bundestagswahl,140,5911000,2604,1352,1026,326,0,822,3,8,4,814,818,388,341,317,306,11,36,41,62,33,30,14,10,10,3,,0,,0,,1,,1,0,0,,0,,0,,26,,1,,0,,0,,0,,1,,0,,0
22.09.2013,Bundestagswahl,140,5911000,2605,1212,931,281,0,623,0,13,9,610,614,224,197,270,243,13,25,25,50,46,53,14,9,15,12,,1,,1,,2,,0,3,2,,0,,0,,17,,0,,1,,0,,1,,0,,0,,0
22.09.2013,Bundestagswahl,140,5911000,2606,1303,1005,298,0,733,6,6,3,727,730,250,224,354,302,12,27,49,68,22,32,22,21,16,10,,0,,1,,1,,2,2,1,,1,,0,,36,,0,,1,,0,,1,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,2607,1423,1035,388,0,770,4,10,10,760,760,332,270,295,255,7,34,35,59,40,59,22,16,27,20,,0,,0,,0,,0,2,2,,0,,0,,37,,0,,0,,1,,1,,1,,0,,5
22.09.2013,Bundestagswahl,140,5911000,2701,1031,790,241,0,568,2,4,2,564,566,214,200,242,222,14,20,36,50,25,26,20,16,13,7,,1,,0,,1,,0,0,0,,0,,0,,16,,0,,2,,0,,3,,1,,0,,1
22.09.2013,Bundestagswahl,140,5911000,2702,1128,930,198,0,635,1,12,12,623,623,268,231,285,251,5,13,15,31,26,42,12,11,12,12,,1,,0,,0,,1,0,0,,0,,0,,25,,1,,0,,0,,0,,1,,1,,2
22.09.2013,Bundestagswahl,140,5911000,2703,1044,896,148,0,461,2,6,5,455,456,161,142,210,192,5,11,14,23,45,42,16,13,3,2,,0,,0,,1,,2,1,4,,0,,0,,20,,0,,0,,0,,1,,1,,0,,2
22.09.2013,Bundestagswahl,140,5911000,2704,1113,899,214,0,649,3,13,9,636,640,216,187,325,277,8,23,28,48,29,41,12,7,17,14,,1,,0,,1,,0,1,0,,0,,0,,34,,3,,1,,0,,0,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,2705,1179,852,327,0,640,2,6,3,634,637,258,212,260,245,11,34,44,52,29,29,23,22,8,6,,1,,0,,0,,1,1,0,,0,,0,,26,,4,,1,,1,,0,,1,,0,,2
22.09.2013,Bundestagswahl,140,5911000,2706,1105,896,209,0,594,1,7,5,587,589,217,191,268,233,6,13,23,37,40,49,16,16,17,13,,2,,0,,0,,1,0,0,,0,,0,,27,,1,,0,,1,,3,,0,,1,,1
22.09.2013,Bundestagswahl,140,5911000,2707,1085,782,303,0,587,0,8,6,579,581,242,209,238,204,4,28,51,47,30,39,11,8,3,6,,1,,0,,1,,0,0,1,,0,,0,,30,,0,,0,,0,,2,,3,,0,,2
22.09.2013,Bundestagswahl,140,5911000,5101,972,700,272,0,500,1,2,3,498,497,166,144,205,177,6,14,59,73,33,40,17,13,12,4,,0,,0,,2,,1,0,0,,0,,0,,20,,0,,4,,0,,0,,1,,1,,3
22.09.2013,Bundestagswahl,140,5911000,5102,956,748,208,0,508,1,3,2,505,506,190,161,203,171,6,16,41,65,44,45,12,12,8,9,,0,,0,,1,,0,1,0,,0,,0,,22,,1,,1,,0,,0,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,5103,1193,892,301,0,633,4,9,9,624,624,182,157,292,251,12,16,38,61,60,76,27,15,12,8,,0,,1,,0,,1,1,0,,0,,0,,26,,2,,4,,0,,1,,0,,1,,4
22.09.2013,Bundestagswahl,140,5911000,5104,1203,828,375,0,573,2,6,5,567,568,194,168,244,210,6,14,55,71,40,51,17,22,10,4,,0,,0,,0,,0,1,0,,0,,0,,21,,1,,2,,0,,1,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,5105,1157,888,269,0,680,0,13,11,667,669,273,246,304,267,5,27,34,54,29,39,11,7,11,7,,0,,0,,0,,2,0,0,,0,,0,,14,,0,,2,,1,,0,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,5106,1085,870,215,0,571,3,8,1,563,570,197,182,255,222,8,16,45,60,35,47,15,10,8,7,,1,,0,,1,,1,0,0,,0,,0,,17,,0,,1,,0,,2,,2,,0,,1
22.09.2013,Bundestagswahl,140,5911000,5107,1445,1099,346,0,791,2,14,11,777,780,263,222,361,332,12,30,63,81,44,51,23,19,11,7,,1,,1,,1,,0,0,0,,1,,0,,32,,0,,0,,0,,1,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,5108,1058,816,242,0,585,4,5,5,580,580,232,195,216,183,11,33,53,64,40,38,21,21,6,4,,0,,0,,2,,2,1,0,,0,,0,,26,,0,,2,,0,,3,,1,,0,,6
22.09.2013,Bundestagswahl,140,5911000,5109,1216,880,336,0,666,3,12,7,654,659,215,169,257,206,16,33,80,121,50,58,23,20,11,7,,0,,0,,1,,1,2,2,,0,,0,,30,,0,,0,,0,,4,,2,,1,,4
22.09.2013,Bundestagswahl,140,5911000,5201,994,696,298,0,571,4,4,5,567,566,223,169,226,183,12,40,50,84,39,46,10,10,4,1,,0,,1,,1,,1,3,1,,0,,0,,22,,1,,2,,0,,0,,0,,0,,4
22.09.2013,Bundestagswahl,140,5911000,5202,1102,770,332,0,573,0,9,7,564,566,211,187,232,202,7,23,45,61,46,46,13,19,10,4,,0,,0,,2,,2,0,1,,0,,0,,14,,0,,0,,0,,2,,0,,1,,2
22.09.2013,Bundestagswahl,140,5911000,5203,939,745,194,0,510,4,11,4,499,506,178,161,233,220,4,16,25,31,33,35,11,4,15,9,,0,,0,,0,,0,0,0,,0,,0,,23,,2,,2,,0,,1,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,5204,953,664,289,0,454,0,17,13,437,441,168,140,192,158,6,20,31,51,29,33,6,8,5,4,,0,,0,,1,,0,0,0,,1,,0,,21,,0,,0,,0,,0,,0,,0,,4
22.09.2013,Bundestagswahl,140,5911000,5205,989,714,275,0,516,0,9,5,507,511,213,178,199,179,5,15,31,51,13,19,42,42,3,3,,1,,0,,1,,1,1,0,,0,,0,,17,,0,,1,,0,,1,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,5206,703,524,179,0,350,1,7,4,343,346,125,108,148,130,2,7,28,37,30,41,7,6,3,2,,1,,0,,1,,1,0,1,,0,,0,,9,,0,,0,,0,,0,,0,,1,,1
22.09.2013,Bundestagswahl,140,5911000,5207,883,767,116,0,387,1,8,7,379,380,152,131,130,116,1,15,17,29,59,57,12,10,8,7,,0,,1,,1,,0,0,0,,0,,0,,13,,0,,0,,0,,0,,0,,0,,0
22.09.2013,Bundestagswahl,140,5911000,5208,837,663,174,0,354,3,11,9,343,345,103,95,149,125,5,8,15,24,50,61,15,11,2,1,,0,,0,,1,,1,4,1,,0,,0,,13,,3,,0,,0,,0,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,5209,497,391,106,0,227,1,2,2,225,225,58,47,74,61,3,8,33,38,29,37,25,18,1,1,,0,,0,,0,,3,2,1,,0,,0,,6,,0,,0,,0,,0,,0,,0,,5
22.09.2013,Bundestagswahl,140,5911000,5210,1107,808,299,0,574,5,4,3,570,571,179,129,221,181,16,31,83,118,44,56,24,26,2,0,,0,,0,,1,,2,1,1,,1,,1,,19,,1,,0,,0,,0,,0,,0,,4
22.09.2013,Bundestagswahl,140,5911000,5301,935,777,158,0,463,3,12,8,451,455,167,134,164,144,10,28,26,36,57,69,21,16,3,5,,0,,0,,0,,1,3,0,,0,,0,,20,,0,,0,,0,,1,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,5302,1136,852,284,0,641,8,9,8,632,633,187,149,279,213,6,23,62,95,65,82,26,14,5,1,,1,,0,,0,,3,2,2,,0,,1,,33,,0,,1,,0,,0,,2,,0,,13
22.09.2013,Bundestagswahl,140,5911000,5303,814,711,103,0,434,1,11,4,423,430,81,68,221,156,4,10,32,67,59,83,12,19,8,4,,0,,0,,1,,1,6,5,,0,,0,,10,,1,,1,,0,,1,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,5304,1170,891,279,0,627,4,11,7,616,620,223,192,250,194,8,28,36,69,70,77,21,19,7,5,,1,,0,,1,,0,1,0,,0,,0,,28,,1,,1,,0,,0,,0,,0,,4
22.09.2013,Bundestagswahl,140,5911000,5305,921,711,210,0,521,1,11,6,510,515,148,127,228,189,11,28,41,59,55,68,16,12,9,4,,1,,0,,0,,2,2,0,,0,,0,,24,,0,,0,,0,,0,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,5306,785,669,116,0,347,1,6,6,341,341,80,63,150,125,4,14,34,40,50,64,22,14,0,0,,0,,0,,0,,4,1,3,,0,,0,,8,,1,,0,,0,,1,,0,,1,,3
22.09.2013,Bundestagswahl,140,5911000,5307,711,585,126,0,429,1,4,2,425,427,125,103,166,134,4,14,48,74,49,47,26,26,4,3,,1,,0,,1,,1,3,0,,0,,0,,17,,0,,0,,0,,3,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,5401,1225,861,364,0,669,4,13,13,656,656,295,225,254,217,9,44,48,63,35,47,11,13,4,5,,0,,1,,1,,1,0,0,,1,,0,,30,,0,,2,,0,,2,,1,,1,,2
22.09.2013,Bundestagswahl,140,5911000,5402,1255,841,414,0,648,5,5,3,643,645,316,253,235,195,12,45,36,70,33,36,9,14,2,1,,1,,0,,0,,0,0,0,,0,,0,,28,,0,,1,,1,,0,,0,,0,,0
22.09.2013,Bundestagswahl,140,5911000,5403,1137,808,329,0,644,2,9,5,635,639,313,252,207,170,15,54,48,71,35,37,10,15,7,4,,0,,0,,0,,1,0,1,,0,,0,,30,,0,,0,,0,,2,,2,,0,,0
22.09.2013,Bundestagswahl,140,5911000,5404,1197,771,426,0,602,6,7,4,595,598,276,233,210,181,10,43,46,68,31,24,18,12,3,4,,1,,0,,0,,0,1,0,,0,,0,,25,,1,,0,,0,,2,,0,,0,,4
22.09.2013,Bundestagswahl,140,5911000,5405,1272,890,382,0,681,1,5,3,676,678,358,289,231,204,15,55,37,45,19,28,8,13,8,8,,0,,1,,0,,1,0,0,,0,,0,,31,,0,,2,,0,,1,,0,,0,,0
22.09.2013,Bundestagswahl,140,5911000,5406,1265,920,345,0,741,4,6,4,735,737,358,282,265,239,23,62,49,69,27,31,7,9,6,5,,0,,0,,0,,0,0,0,,0,,0,,36,,0,,0,,0,,2,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,5407,1173,807,366,0,692,2,2,2,690,690,340,284,240,200,12,38,54,81,20,21,17,11,7,1,,0,,0,,0,,1,0,0,,0,,0,,46,,0,,1,,1,,0,,3,,0,,2
22.09.2013,Bundestagswahl,140,5911000,5408,1065,758,307,0,612,0,4,2,608,610,285,238,240,201,10,33,22,47,28,39,15,16,7,7,,0,,0,,3,,0,1,0,,0,,0,,19,,0,,2,,2,,0,,2,,0,,1
22.09.2013,Bundestagswahl,140,5911000,5409,1142,812,330,0,622,5,9,5,613,617,278,221,227,201,15,58,42,56,29,26,16,13,6,3,,1,,0,,0,,0,0,0,,0,,0,,35,,1,,1,,0,,1,,0,,0,,0
22.09.2013,Bundestagswahl,140,5911000,6101,1287,950,337,0,571,3,7,3,564,568,166,135,249,223,5,10,36,64,72,65,22,20,14,6,,2,,0,,0,,1,0,1,,0,,0,,34,,2,,0,,0,,0,,0,,0,,5
22.09.2013,Bundestagswahl,140,5911000,6102,1268,944,324,0,682,2,3,3,679,679,236,200,281,238,11,31,65,93,54,61,18,10,14,10,,0,,0,,2,,3,0,1,,0,,0,,22,,2,,3,,0,,0,,1,,1,,1
22.09.2013,Bundestagswahl,140,5911000,6103,1142,978,164,0,596,0,8,4,588,592,149,133,268,235,10,12,49,56,67,61,24,28,17,7,,2,,0,,1,,2,4,1,,0,,0,,37,,6,,5,,1,,1,,1,,0,,3
22.09.2013,Bundestagswahl,140,5911000,6104,1018,847,171,0,503,1,13,10,490,493,122,97,248,224,8,17,23,44,53,53,15,17,20,12,,1,,0,,0,,0,1,2,,0,,1,,18,,4,,2,,0,,0,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,6105,1116,816,300,0,530,0,9,8,521,522,162,143,284,246,3,16,29,53,21,21,14,11,8,9,,0,,0,,0,,1,0,0,,0,,0,,14,,2,,0,,0,,0,,3,,0,,3
22.09.2013,Bundestagswahl,140,5911000,6106,1003,746,257,0,488,2,12,7,476,481,154,137,248,230,4,8,21,32,25,29,15,13,8,3,,0,,1,,0,,0,1,0,,1,,0,,22,,1,,1,,0,,0,,2,,0,,1
22.09.2013,Bundestagswahl,140,5911000,6201,1264,1004,260,0,656,2,16,14,640,642,239,209,289,254,9,28,36,66,34,40,22,15,9,5,,0,,1,,0,,0,2,3,,0,,0,,15,,0,,0,,0,,1,,0,,0,,5
22.09.2013,Bundestagswahl,140,5911000,6202,1244,835,409,0,561,2,7,6,554,555,176,152,247,206,9,25,44,58,44,49,26,26,7,4,,1,,0,,3,,1,1,1,,0,,0,,22,,2,,0,,2,,0,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,6203,1302,944,358,0,748,10,7,5,741,743,307,263,300,269,8,27,56,77,38,42,23,18,9,6,,0,,0,,0,,2,0,0,,0,,0,,32,,0,,2,,1,,2,,1,,0,,1
22.09.2013,Bundestagswahl,140,5911000,6204,1148,771,377,0,539,1,12,9,527,530,183,158,241,202,7,14,42,59,31,45,15,10,7,12,,1,,1,,3,,0,1,0,,0,,0,,21,,0,,1,,0,,1,,1,,0,,1
