wahltermin_datum,wahl,Wahlkreis,AGS,Bez-Nr,Wahlberchtigte,ohne Sperrvermerk,mit Sperrvermerk,nicht im W�hlerverzeichnis,Waehler,DavonMitWahlschein,UngueltigeErststimmen,UngueltigeZweitstimmen,GueltigeErststimmen,GueltigeZweitstimmen,SPD,SPD,CDU,CDU,GR�NE,GR�NE,FDP,FDP,PIRATEN,PIRATEN,DIE LINKE,DIE LINKE,D7,NPD,D8,Die PARTEI,D9,FREIE W�HLER,D10,BIG,D11,FBI/FWG,D12,�DP,D13,Volksabstimmung,D14,TIERSCHUTZliste,D15,AD-Demokraten NRW,AfD,AfD,D17,Aufbruch C,D18,BGE,D19,DBD,D20,DKP,D21,ZENTRUM,D22,Die Rechte,D23,REP,D24,DIE VIOLETTEN,D25,JED,MLPD,MLPD,D27,PAN,D28,Gesundheitsforschung,D29,"PARTEILOSE WG ""BRD""",D30,Sch�ner Leben,D31,V-Partei�
14.05.2017,Landtagswahl NRW,109,5911000,2203,771,667,104,0,315,0,5,11,310,304,142,115,78,63,15,20,15,21,15,5,19,19,,5,,1,,2,,2,,0,,0,,1,,1,,3,26,41,,1,,0,,0,,0,,0,,0,,1,,0,,0,0,1,,0,,2,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2204,829,680,149,0,292,1,6,5,286,287,119,107,67,56,19,23,13,25,4,5,24,25,,1,,2,,0,,0,,0,,0,,1,,1,,0,39,38,,0,,0,,0,,0,,0,,0,,0,,1,,1,1,0,,0,,0,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,2205,879,747,132,0,334,0,3,3,331,331,142,124,102,95,14,21,26,29,7,4,21,25,,3,,4,,0,,0,,0,,0,,0,,0,,0,19,21,,0,,0,,0,,0,,0,,1,,1,,1,,1,0,0,,0,,0,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,2206,932,754,178,0,458,3,4,5,454,453,159,123,177,177,15,14,39,50,3,4,32,31,,3,,4,,5,,0,,0,,0,,1,,8,,0,28,32,,0,,1,,0,,0,,0,,0,,0,,0,,0,1,0,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2207,831,663,168,0,321,4,3,2,318,319,130,107,71,70,10,12,36,43,5,2,20,14,,3,,3,,3,,0,,0,,0,,0,,4,,0,45,51,,0,,0,,0,,0,,0,,0,,1,,0,,1,1,2,,0,,1,,0,,2,,0
14.05.2017,Landtagswahl NRW,109,5911000,2208,834,698,136,0,387,2,4,4,383,383,165,140,99,88,14,15,25,43,11,6,21,20,,2,,2,,2,,1,,0,,0,,0,,4,,1,47,52,,0,,1,,1,,0,,0,,0,,0,,1,,3,1,1,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2209,804,686,118,0,409,2,6,6,403,403,189,163,105,95,6,12,29,31,8,5,24,25,,3,,1,,3,,0,,0,,1,,0,,4,,2,41,56,,0,,0,,0,,1,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2210,845,676,169,0,374,1,10,10,364,364,146,132,107,108,22,26,28,34,10,3,26,13,,4,,3,,1,,0,,1,,0,,1,,3,,0,22,31,,1,,0,,0,,0,,0,,2,,0,,0,,0,3,0,,0,,0,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,2301,783,650,133,0,303,4,4,1,299,302,134,125,67,56,15,17,19,21,7,5,25,25,,1,,2,,2,,1,,0,,0,,1,,2,,0,30,39,,0,,0,,0,,0,,1,,0,,1,,0,,1,2,1,,0,,0,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,2302,894,787,107,0,308,0,9,9,299,299,119,106,64,58,11,14,15,17,13,6,28,24,,4,,3,,1,,2,,1,,0,,0,,4,,3,48,50,,1,,0,,0,,0,,1,,0,,0,,0,,2,1,1,,0,,0,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,2303,1075,929,146,0,540,1,4,3,536,537,270,223,106,92,22,29,42,53,6,7,44,49,,6,,3,,0,,4,,0,,0,,0,,6,,0,46,53,,0,,0,,0,,0,,1,,0,,2,,3,,1,0,1,,0,,1,,1,,1,,1
14.05.2017,Landtagswahl NRW,109,5911000,2304,946,793,153,0,403,2,5,5,398,398,160,135,108,100,21,23,37,42,7,4,24,26,,6,,3,,2,,2,,0,,0,,0,,0,,0,41,52,,0,,0,,0,,0,,0,,0,,1,,0,,1,0,0,,0,,0,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,2305,908,766,142,0,374,0,4,4,370,370,169,151,101,92,17,16,13,26,8,3,24,20,,3,,6,,1,,5,,0,,2,,0,,3,,0,36,38,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,2,,0,,0,,0,,0,,2
14.05.2017,Landtagswahl NRW,109,5911000,2306,831,759,72,0,284,0,5,6,279,278,100,80,67,66,10,9,22,31,10,3,21,17,,2,,6,,2,,0,,1,,0,,0,,3,,0,49,54,,0,,0,,0,,1,,0,,0,,0,,0,,0,0,0,,1,,0,,0,,2,,0
14.05.2017,Landtagswahl NRW,109,5911000,2307,667,593,74,0,223,0,5,6,218,217,93,72,59,58,9,10,18,16,2,2,9,11,,4,,1,,1,,1,,1,,0,,1,,1,,0,27,36,,0,,1,,0,,0,,0,,0,,0,,0,,0,1,0,,0,,0,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,2401,955,796,159,0,346,1,3,7,343,339,157,122,79,68,8,16,20,33,3,6,40,36,,2,,1,,4,,2,,0,,0,,1,,7,,2,35,36,,0,,0,,0,,0,,1,,0,,0,,0,,2,1,0,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2402,1012,865,147,0,517,1,4,3,513,514,229,201,118,118,19,17,48,62,6,2,26,24,,3,,2,,2,,0,,0,,1,,1,,5,,0,65,70,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,1,,0,,1,,0,,3,,1
14.05.2017,Landtagswahl NRW,109,5911000,2403,1081,919,162,0,511,2,6,6,505,505,206,187,124,109,19,20,46,40,5,5,37,33,,9,,1,,6,,7,,1,,0,,0,,3,,0,65,82,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,2,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2404,980,882,98,0,440,1,10,6,430,434,189,166,105,96,17,16,17,26,14,6,26,32,,5,,3,,2,,0,,0,,0,,3,,4,,0,62,70,,0,,1,,0,,0,,0,,2,,0,,0,,0,0,2,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2405,1010,824,186,0,406,1,6,3,400,403,166,156,101,88,17,16,27,40,6,3,24,22,,4,,4,,3,,0,,0,,1,,1,,2,,0,58,59,,0,,0,,0,,0,,0,,1,,1,,1,,0,1,0,,0,,0,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,2406,1070,971,99,0,506,2,6,2,500,504,227,204,123,122,19,21,34,41,14,5,28,21,,7,,1,,2,,2,,1,,0,,0,,5,,2,55,66,,0,,0,,0,,0,,1,,0,,1,,0,,1,0,0,,0,,1,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2407,946,818,128,0,324,1,7,7,317,317,131,107,58,61,14,16,32,43,8,7,18,19,,5,,2,,0,,3,,0,,2,,0,,1,,2,56,49,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2501,1003,816,187,0,490,0,4,4,486,486,204,183,117,103,15,19,46,61,11,3,27,27,,4,,3,,1,,0,,0,,1,,0,,6,,0,65,68,,0,,1,,0,,0,,1,,0,,0,,1,,0,1,0,,1,,0,,0,,0,,3
14.05.2017,Landtagswahl NRW,109,5911000,2502,905,748,157,0,390,1,8,6,382,384,192,174,84,75,13,19,23,22,8,5,39,38,,3,,10,,2,,0,,0,,0,,0,,5,,3,23,27,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2503,1011,815,196,0,585,1,15,10,570,575,217,175,190,186,21,27,59,71,8,7,35,29,,2,,4,,2,,0,,0,,0,,0,,7,,0,37,55,,0,,0,,1,,0,,0,,2,,0,,0,,1,3,3,,0,,0,,0,,3,,0
14.05.2017,Landtagswahl NRW,109,5911000,2504,1044,880,164,0,469,0,13,8,456,461,192,173,137,138,17,14,31,34,6,6,28,23,,3,,3,,0,,2,,0,,0,,0,,4,,1,43,55,,0,,0,,0,,0,,0,,0,,0,,1,,1,2,2,,0,,0,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,2505,1048,874,174,0,484,2,4,5,480,479,194,156,161,161,15,27,30,41,1,4,30,25,,3,,2,,0,,1,,0,,0,,0,,1,,0,49,56,,0,,0,,0,,0,,0,,0,,1,,0,,0,0,0,,0,,0,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,2506,1158,905,253,0,543,1,6,3,537,540,219,192,171,142,19,29,31,39,8,8,28,30,,2,,8,,2,,0,,0,,0,,2,,5,,1,59,71,,0,,0,,0,,0,,0,,3,,0,,1,,0,2,1,,0,,2,,0,,2,,0
14.05.2017,Landtagswahl NRW,109,5911000,2507,1260,1004,256,0,594,1,10,5,584,589,242,208,171,149,18,20,43,56,10,3,35,39,,2,,5,,0,,4,,1,,1,,1,,10,,9,64,73,,0,,0,,1,,0,,0,,0,,0,,0,,2,1,3,,0,,1,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,2508,855,746,109,0,334,1,8,7,326,327,134,118,88,78,5,11,28,26,8,3,16,19,,7,,2,,0,,6,,1,,0,,0,,2,,0,45,49,,0,,0,,0,,1,,0,,0,,1,,0,,0,2,2,,0,,0,,1,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2701,1051,824,227,0,540,6,13,4,527,536,222,206,181,169,26,27,33,51,12,4,18,14,,3,,1,,1,,1,,0,,0,,0,,9,,0,34,45,,0,,0,,1,,0,,1,,0,,0,,0,,1,1,1,,0,,0,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,2702,1123,973,150,0,621,1,8,4,613,617,253,227,174,162,22,28,59,72,14,7,35,30,,3,,6,,1,,3,,0,,1,,0,,5,,4,56,63,,0,,1,,0,,0,,0,,0,,1,,1,,0,0,1,,0,,1,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2703,1027,916,111,0,438,3,10,14,428,424,179,158,106,98,8,13,47,48,10,4,45,47,,5,,0,,0,,0,,1,,0,,2,,4,,3,32,38,,1,,0,,0,,0,,0,,1,,0,,0,,1,1,0,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,2704,1082,900,182,0,584,4,5,7,579,577,229,186,169,151,29,37,53,74,11,3,33,29,,5,,11,,3,,0,,0,,3,,0,,3,,0,54,65,,0,,1,,0,,0,,0,,0,,0,,0,,2,1,1,,0,,0,,1,,2,,0
14.05.2017,Landtagswahl NRW,109,5911000,2705,1195,913,282,0,634,4,6,4,628,630,239,198,198,174,49,55,53,84,12,5,38,41,,0,,6,,3,,1,,0,,1,,1,,5,,0,38,53,,0,,0,,0,,0,,0,,0,,0,,1,,0,1,0,,0,,0,,0,,0,,2
14.05.2017,Landtagswahl NRW,109,5911000,2706,1082,925,157,0,537,30,7,9,530,528,193,161,154,136,20,22,43,56,15,9,39,35,,5,,8,,2,,5,,0,,2,,0,,11,,1,64,66,,0,,0,,0,,0,,0,,0,,2,,1,,2,2,0,,0,,3,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,2707,1099,815,284,0,540,1,9,5,531,535,194,177,177,152,20,24,56,75,6,6,36,36,,0,,2,,1,,0,,0,,1,,0,,6,,0,42,50,,0,,0,,0,,1,,0,,0,,0,,0,,0,0,1,,0,,0,,2,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,9121,0,0,0,0,598,598,7,7,591,591,229,201,156,128,62,59,37,56,7,10,65,66,,1,,16,,4,,3,,0,,1,,0,,6,,0,34,34,,0,,0,,0,,0,,1,,0,,0,,0,,1,1,2,,0,,0,,0,,2,,0
14.05.2017,Landtagswahl NRW,109,5911000,9122,0,0,0,0,505,505,9,6,496,499,175,151,160,132,61,63,33,58,4,2,36,43,,1,,5,,5,,0,,0,,3,,0,,2,,0,27,30,,0,,0,,1,,0,,0,,0,,0,,1,,0,0,0,,0,,0,,1,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,9123,0,0,0,0,495,495,10,10,485,485,209,172,107,103,49,60,24,34,3,3,63,60,,0,,11,,0,,0,,2,,1,,0,,0,,0,29,33,,2,,0,,0,,0,,0,,0,,0,,1,,0,1,0,,0,,0,,0,,0,,3
14.05.2017,Landtagswahl NRW,109,5911000,9151,0,0,0,0,512,512,3,1,509,511,208,171,133,124,42,45,36,48,11,7,53,63,,0,,12,,2,,2,,1,,2,,2,,3,,2,25,23,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,,0,,1,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,9152,0,0,0,0,552,552,12,5,540,547,216,214,154,134,35,36,37,45,11,4,36,31,,0,,7,,0,,5,,0,,2,,2,,5,,1,47,54,,2,,1,,1,,0,,0,,1,,0,,0,,0,4,2,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,9161,0,0,0,0,576,576,5,2,571,574,262,263,161,137,22,20,32,42,11,4,35,35,,2,,1,,5,,0,,0,,1,,0,,7,,1,48,50,,0,,1,,0,,0,,0,,0,,0,,1,,0,0,0,,1,,0,,1,,1,,1
14.05.2017,Landtagswahl NRW,109,5911000,9162,0,0,0,0,574,574,10,6,564,568,251,232,148,142,42,35,29,40,10,7,32,34,,3,,3,,1,,1,,0,,1,,2,,9,,0,51,54,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,,0,,0,,0,,0,,3
14.05.2017,Landtagswahl NRW,109,5911000,9181,0,0,0,0,568,568,6,4,562,564,279,269,113,106,22,27,39,40,18,14,37,34,,2,,4,,0,,0,,1,,0,,0,,6,,0,53,56,,0,,0,,0,,0,,0,,0,,1,,0,,0,1,0,,1,,2,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,9182,0,0,0,0,531,531,7,2,524,529,219,196,160,147,21,26,37,49,9,5,36,40,,3,,5,,2,,3,,0,,0,,1,,6,,1,41,41,,0,,0,,1,,0,,0,,0,,1,,0,,1,1,1,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5916000,9206,0,0,0,0,428,428,2,1,426,427,203,188,102,97,17,22,31,33,7,5,19,14,,2,,2,,1,,3,,0,,1,,1,,3,,0,47,49,,0,,1,,0,,0,,0,,0,,1,,0,,0,0,1,,0,,0,,0,,0,,3
14.05.2017,Landtagswahl NRW,109,5916000,9207,0,0,0,0,338,338,5,2,333,336,141,139,95,82,19,15,16,25,11,6,24,21,,0,,4,,3,,0,,0,,1,,2,,1,,0,27,29,,0,,0,,1,,0,,1,,0,,1,,1,,0,0,2,,0,,0,,0,,0,,2
14.05.2017,Landtagswahl NRW,109,5916000,9208,0,0,0,0,499,499,9,8,490,491,187,173,150,143,23,25,44,49,8,1,25,17,,1,,4,,1,,0,,0,,0,,2,,6,,0,53,64,,0,,1,,0,,0,,0,,0,,2,,0,,0,0,0,,0,,0,,0,,1,,1
14.05.2017,Landtagswahl NRW,109,5916000,9209,0,0,0,0,632,632,10,5,622,627,260,261,152,127,37,51,52,51,12,4,44,29,,2,,2,,0,,0,,1,,0,,4,,12,,5,63,70,,0,,1,,0,,0,,0,,0,,0,,1,,1,2,3,,0,,0,,0,,2,,0
14.05.2017,Landtagswahl NRW,109,5916000,9210,0,0,0,0,566,566,4,4,562,562,239,227,186,174,18,15,41,50,14,9,26,24,,1,,2,,0,,3,,0,,0,,0,,6,,0,38,45,,1,,1,,1,,0,,0,,0,,0,,0,,1,0,0,,0,,1,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,9211,0,0,0,0,400,400,4,1,396,399,169,146,120,121,14,16,30,34,3,4,14,15,,0,,4,,3,,0,,0,,0,,1,,2,,0,45,49,,1,,1,,0,,0,,0,,0,,0,,0,,1,1,1,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5916000,9211,0,0,0,0,598,598,9,6,589,592,220,203,217,195,30,27,43,73,8,4,29,28,,0,,7,,3,,0,,0,,3,,2,,1,,0,38,39,,0,,0,,0,,0,,0,,0,,1,,0,,0,4,1,,0,,1,,0,,1,,3
14.05.2017,Landtagswahl NRW,109,5911000,9212,0,0,0,0,504,504,1,1,503,503,187,149,170,161,17,21,32,56,12,3,32,30,,3,,6,,1,,3,,0,,2,,2,,8,,0,53,56,,0,,0,,0,,0,,0,,0,,1,,0,,0,0,1,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,9221,0,0,0,0,683,683,10,8,673,675,307,281,206,179,30,29,52,84,6,5,24,25,,1,,2,,4,,1,,0,,2,,0,,2,,0,48,55,,0,,0,,1,,0,,1,,1,,1,,0,,0,0,0,,0,,0,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,9222,0,0,0,0,673,673,4,3,669,670,254,218,243,231,25,23,56,73,7,4,38,41,,1,,7,,1,,0,,2,,0,,1,,6,,0,45,57,,0,,0,,1,,0,,1,,0,,0,,1,,0,1,1,,0,,0,,0,,1,,0
14.05.2017,Landtagswahl NRW,109,5911000,9231,0,0,0,0,418,418,3,2,415,416,209,188,110,108,15,14,23,29,3,3,24,25,,2,,4,,2,,0,,1,,0,,1,,2,,0,31,33,,1,,0,,0,,0,,0,,0,,2,,1,,0,0,0,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,9232,0,0,0,0,334,334,4,2,330,332,150,132,95,91,9,12,36,36,2,1,11,21,,0,,2,,2,,0,,0,,0,,1,,3,,0,27,31,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,9241,0,0,0,0,425,425,2,1,423,424,191,167,120,107,9,16,35,51,6,2,20,18,,1,,1,,1,,0,,0,,0,,4,,9,,0,42,45,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,,1,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,9242,0,0,0,0,457,457,5,3,452,454,201,183,123,111,14,14,34,49,5,6,22,18,,4,,4,,3,,0,,0,,0,,3,,2,,0,53,56,,1,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,,0,,0,,0,,0
14.05.2017,Landtagswahl NRW,109,5911000,9251,0,0,0,0,749,749,7,7,742,742,371,342,180,165,29,36,43,66,11,0,40,36,,1,,5,,2,,0,,0,,0,,1,,7,,0,66,71,,0,,0,,0,,0,,2,,1,,1,,0,,1,2,0,,0,,2,,1,,1,,1
14.05.2017,Landtagswahl NRW,109,5911000,9252,0,0,0,0,646,646,10,7,636,639,257,205,231,227,21,24,45,76,5,1,27,31,,4,,2,,1,,0,,0,,1,,1,,11,,0,50,51,,0,,1,,0,,0,,0,,0,,1,,0,,0,0,0,,1,,0,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,9271,0,0,0,0,594,594,7,5,587,589,272,238,176,170,23,32,56,69,2,1,14,17,,0,,1,,0,,0,,0,,0,,0,,7,,0,43,48,,0,,0,,1,,0,,1,,1,,0,,0,,0,1,0,,0,,2,,0,,0,,1
14.05.2017,Landtagswahl NRW,109,5911000,9272,0,0,0,0,665,665,9,4,656,661,231,203,273,259,28,29,60,90,2,3,31,28,,0,,0,,3,,0,,0,,0,,0,,5,,0,31,35,,0,,0,,0,,1,,0,,0,,0,,0,,0,0,1,,0,,1,,0,,1,,2
