wahltermin_datum,wahl,Wahlkreis,AGS,Bez-Nr,Wahlberechtigte gesamt,"ohne Sperrvermerk ""W""","mit Sperrvermerk ""W""",nach �3 Abs. 4 des Gesetzes,Waehler,DavonMitWahlschein,UngueltigeErststimmen,UngueltigeZweitstimmen,GueltigeErststimmen,GueltigeZweitstimmen,Schmidt, Dirk Alexander,CDU,Y�ksel, Serdar,SPD,Calikoglu, Mustafa,GR�NE,Vogelsang, Daniela,FDP,Cremer, Claus,NPD,Isert, Andreas,DIE LINKE,,REP,D8,�DP,Dvorak, Matthias,B�So,,PBC,D11,Tierschutzpartei,D12,FAMILIE,D13,Die PARTEI,D14,ZENTRUM,D15,BGD,D16,AUF,Brand, Simone,PIRATEN,D18,ddp,D19,Freie Union,D20,RENTNER,D21,pro NRW,D22,Die VIOLETTEN,D23,BIG,D24,Volksabstimmung,D25,FBI,D26,F26,D27,F27
09.05.2010,Landtagswahl NRW,109,5911000,1201,1084,779,305,0,522,3,3,3,519,519,163,128,199,162,82,125,23,41,10,7,25,35,,0,,0,1,1,,0,,4,,0,,1,,0,,0,,0,15,11,,0,,0,,1,,3,,0,,0,,0,,0,0,0,1,0
09.05.2010,Landtagswahl NRW,109,5911000,1202,1013,844,169,0,419,3,5,5,414,414,73,66,179,146,81,100,15,14,10,7,38,48,,0,,1,3,1,,0,,4,,1,,2,,0,,0,,0,15,17,,0,,0,,0,,4,,0,,1,,0,,2,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1203,1077,874,203,0,338,2,5,5,333,333,65,57,136,118,53,67,10,12,4,2,44,51,,0,,0,0,0,,0,,0,,0,,0,,0,,0,,0,21,24,,0,,0,,0,,1,,1,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1204,831,666,165,0,286,0,2,1,284,285,65,66,129,109,32,41,10,4,5,4,33,39,,0,,0,0,0,,0,,1,,1,,1,,0,,0,,0,8,13,,0,,0,,2,,4,,0,,0,,0,,0,0,0,2,0
09.05.2010,Landtagswahl NRW,109,5911000,1205,811,680,131,0,310,2,10,6,300,304,69,57,109,111,43,52,12,19,8,8,38,34,,1,,0,0,0,,1,,3,,1,,0,,0,,0,,1,20,15,,0,,0,,0,,1,,0,,0,,0,,0,0,0,1,0
09.05.2010,Landtagswahl NRW,109,5911000,1206,951,781,170,0,434,0,6,5,428,429,68,57,238,225,52,67,11,11,10,6,36,29,,2,,0,0,0,,0,,5,,0,,0,,1,,0,,0,12,18,,0,,0,,2,,4,,1,,1,,0,,0,1,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1207,843,720,123,0,246,0,5,5,241,241,51,45,107,101,29,34,4,8,4,1,31,29,,2,,1,0,0,,0,,1,,0,,0,,0,,0,,0,15,13,,0,,0,,1,,3,,0,,2,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1209,679,564,115,0,313,0,3,8,310,305,64,56,135,107,51,74,2,6,10,8,37,32,,0,,0,1,0,,1,,2,,2,,2,,0,,0,,0,10,7,,0,,0,,2,,6,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1210,764,657,107,0,293,1,8,7,285,286,59,55,138,111,36,57,5,7,2,2,27,33,,0,,0,1,1,,0,,2,,3,,0,,0,,0,,0,11,12,,0,,0,,2,,1,,0,,0,,0,,0,6,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1211,954,816,138,0,379,0,15,11,364,368,60,50,180,150,49,75,5,5,8,5,46,53,,0,,0,3,0,,1,,1,,0,,3,,0,,0,,0,10,15,,0,,0,,2,,7,,0,,1,,0,,0,3,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1501,678,591,87,0,212,0,5,4,207,208,31,25,106,87,19,38,4,6,5,1,30,26,,0,,0,0,0,,0,,3,,0,,1,,0,,0,,1,12,11,,0,,0,,0,,4,,0,,5,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1502,750,681,69,0,277,0,3,3,274,274,50,43,125,124,30,28,7,6,8,3,42,42,,2,,0,0,0,,0,,1,,1,,0,,0,,0,,0,11,10,,0,,0,,3,,3,,2,,5,,0,,1,1,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1503,899,801,98,0,321,0,10,10,311,311,49,38,161,152,26,43,14,9,8,7,43,43,,1,,0,0,0,,0,,2,,0,,0,,0,,0,,0,10,7,,0,,0,,0,,7,,1,,0,,1,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1505,968,858,110,0,356,2,12,12,344,344,47,33,184,171,30,47,13,11,13,7,44,38,,1,,0,0,1,,0,,5,,1,,1,,0,,0,,0,13,7,,0,,0,,1,,11,,0,,9,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1506,964,784,180,0,318,0,8,8,310,310,60,46,136,118,52,65,13,12,10,6,29,28,,0,,0,1,0,,0,,3,,0,,0,,1,,0,,1,9,16,,0,,0,,0,,7,,2,,5,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1507,1062,913,149,0,459,1,17,10,442,449,94,76,223,221,26,40,14,16,16,11,47,44,,0,,0,6,1,,1,,1,,4,,1,,0,,0,,0,16,9,,0,,0,,6,,14,,1,,2,,0,,1,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1508,889,742,147,0,457,3,7,5,450,452,113,94,229,225,32,64,18,13,13,10,30,23,,0,,0,3,1,,1,,1,,5,,0,,0,,0,,1,12,10,,0,,0,,0,,4,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1509,810,683,127,0,343,0,7,5,336,338,82,69,156,140,41,63,9,11,4,3,35,38,,0,,0,1,0,,0,,1,,2,,0,,0,,0,,0,8,9,,0,,0,,0,,1,,0,,1,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1510,864,710,154,0,343,0,10,7,333,336,79,66,154,143,49,56,10,13,4,3,28,26,,0,,0,1,1,,0,,4,,0,,0,,0,,0,,0,8,14,,0,,1,,4,,4,,0,,0,,0,,1,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1511,773,687,86,0,337,0,2,3,335,334,61,50,161,143,41,64,7,2,14,10,32,32,,0,,0,2,0,,1,,6,,1,,0,,0,,0,,1,16,9,,0,,0,,3,,10,,0,,2,,0,,0,0,0,1,0
09.05.2010,Landtagswahl NRW,109,5911000,1601,1007,849,158,0,479,1,19,16,460,463,86,74,247,238,22,41,23,23,17,10,40,35,,4,,0,6,0,,1,,9,,2,,0,,0,,0,,0,14,9,,0,,1,,4,,10,,0,,2,,0,,0,5,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1602,830,720,110,0,478,0,18,13,460,465,90,69,264,263,35,57,12,16,8,5,35,24,,3,,0,0,0,,0,,1,,3,,2,,0,,0,,1,16,14,,0,,0,,0,,7,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1603,939,794,145,0,493,2,12,8,481,485,108,95,240,245,39,53,24,21,20,8,39,34,,3,,0,3,0,,0,,2,,2,,0,,0,,0,,0,6,4,,0,,0,,2,,14,,0,,0,,1,,1,2,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1604,1129,965,164,0,464,0,4,3,460,461,102,83,258,253,28,44,20,17,13,5,25,27,,2,,1,1,0,,0,,3,,3,,1,,1,,0,,0,13,11,,0,,0,,0,,10,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1605,808,686,122,0,292,0,10,4,282,288,69,63,145,141,18,23,9,9,8,5,21,20,,2,,0,2,0,,0,,4,,1,,0,,0,,4,,0,9,7,,0,,0,,0,,4,,0,,4,,0,,1,1,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1606,796,716,80,0,316,1,10,10,306,306,51,45,143,122,44,52,8,11,14,8,30,31,,2,,0,1,0,,0,,4,,1,,0,,0,,0,,0,13,12,,0,,0,,6,,7,,2,,3,,0,,0,2,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1607,751,633,118,0,233,0,7,11,226,222,46,45,124,119,16,20,5,5,8,3,24,24,,2,,0,0,0,,1,,1,,0,,0,,0,,0,,0,3,0,,0,,0,,0,,2,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1608,832,712,120,0,328,0,7,1,321,327,69,61,156,148,30,49,8,7,4,2,44,43,,1,,1,1,0,,0,,2,,2,,1,,0,,0,,1,9,2,,0,,0,,1,,5,,0,,1,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1609,499,414,85,0,217,1,3,3,214,214,25,23,140,142,17,15,1,2,9,6,18,17,,0,,0,0,0,,0,,0,,2,,0,,0,,0,,0,4,5,,0,,0,,1,,1,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1610,771,708,63,0,301,0,12,10,289,291,55,47,153,127,14,26,4,5,4,3,46,44,,0,,1,2,0,,1,,4,,1,,1,,0,,0,,0,10,8,,0,,0,,6,,3,,1,,13,,0,,0,1,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1709,1107,956,151,0,492,0,9,3,483,489,117,100,247,220,52,71,18,23,7,2,34,39,,0,,0,0,0,,0,,2,,4,,2,,0,,0,,0,7,9,,0,,0,,4,,9,,0,,4,,0,,0,0,0,1,0
09.05.2010,Landtagswahl NRW,109,5911000,1801,1154,986,168,0,513,0,12,8,501,505,94,77,269,275,35,46,15,13,11,7,71,56,,1,,0,1,1,,1,,6,,1,,0,,0,,0,,0,5,4,,0,,0,,6,,11,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1802,952,777,175,0,407,1,10,11,397,396,92,82,196,201,34,41,9,7,25,16,31,28,,1,,0,3,0,,1,,5,,3,,0,,0,,0,,0,6,1,,0,,0,,0,,8,,0,,2,,0,,0,0,0,1,0
09.05.2010,Landtagswahl NRW,109,5911000,1803,691,590,101,0,325,0,11,7,314,318,49,40,190,199,14,24,9,5,13,4,34,31,,3,,0,1,0,,0,,1,,0,,0,,0,,0,,0,2,0,,0,,0,,2,,9,,0,,0,,0,,0,2,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1804,1049,853,196,0,410,1,8,6,402,404,92,79,201,201,27,38,17,19,10,6,39,38,,1,,2,3,0,,0,,3,,4,,0,,0,,0,,0,10,6,,0,,0,,6,,1,,0,,0,,0,,0,3,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1805,1024,873,151,0,398,2,12,6,386,392,80,63,217,221,26,31,9,10,15,8,32,36,,2,,0,3,0,,0,,0,,1,,0,,0,,0,,0,4,4,,0,,0,,7,,9,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1806,497,416,81,0,206,0,1,3,205,203,38,34,109,101,15,20,7,4,9,7,23,19,,1,,0,2,1,,0,,2,,3,,0,,1,,0,,1,1,0,,0,,0,,3,,4,,0,,2,,0,,0,0,0,1,0
09.05.2010,Landtagswahl NRW,109,5911000,1807,731,642,89,0,292,0,12,11,280,281,55,46,150,128,20,27,13,14,11,6,24,30,,1,,0,0,0,,0,,9,,3,,1,,0,,0,,0,7,8,,0,,0,,1,,7,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1808,988,870,118,0,422,0,9,9,413,413,93,74,212,193,35,55,9,17,13,5,35,33,,0,,0,4,2,,0,,2,,3,,0,,0,,0,,0,10,13,,0,,0,,2,,10,,1,,2,,0,,1,2,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,1809,787,660,127,0,283,0,3,2,280,281,62,54,136,135,36,36,5,9,4,2,26,25,,0,,0,0,0,,0,,3,,0,,0,,0,,0,,0,11,15,,0,,0,,0,,2,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2101,1093,940,153,0,453,0,6,3,447,450,139,113,190,204,24,35,20,25,19,6,35,27,,2,,0,6,3,,0,,4,,0,,0,,0,,0,,0,13,7,,0,,0,,3,,21,,0,,0,,0,,0,1,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2102,929,826,103,0,379,0,9,6,370,373,110,98,151,161,32,41,17,11,13,5,41,27,,2,,0,0,0,,0,,4,,1,,0,,0,,0,,2,5,6,,1,,0,,1,,10,,0,,1,,1,,1,1,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2103,661,574,87,0,297,3,3,3,294,294,64,57,148,140,16,25,10,8,20,12,28,26,,2,,0,2,0,,0,,5,,3,,1,,0,,0,,0,6,5,,0,,0,,0,,9,,0,,1,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2104,706,619,87,0,335,0,11,9,324,326,71,60,136,130,41,54,10,7,16,9,37,37,,2,,0,3,1,,0,,2,,4,,4,,0,,0,,0,10,4,,0,,0,,5,,6,,0,,0,,0,,1,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2105,741,634,107,0,362,1,9,3,353,359,94,85,160,159,39,40,12,19,12,9,22,20,,0,,1,1,1,,1,,1,,2,,1,,1,,0,,0,13,8,,0,,0,,3,,7,,1,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2106,653,563,90,0,306,0,5,4,301,302,85,82,138,123,27,37,18,14,4,3,16,23,,1,,0,1,0,,0,,1,,1,,0,,0,,1,,0,10,5,,0,,0,,0,,10,,0,,0,,1,,0,2,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2107,620,539,81,0,291,0,5,8,286,283,85,68,145,146,17,29,7,6,11,4,12,11,,0,,1,1,1,,0,,3,,1,,0,,0,,0,,0,8,8,,0,,1,,1,,1,,0,,1,,1,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2108,521,436,85,0,252,2,10,1,242,251,74,77,116,117,17,19,7,4,12,9,12,12,,1,,0,0,0,,1,,3,,1,,0,,1,,0,,0,3,0,,0,,0,,2,,4,,0,,0,,0,,0,0,0,1,0
09.05.2010,Landtagswahl NRW,109,5911000,2109,826,750,76,0,341,1,5,4,336,337,80,65,159,157,24,28,17,18,7,4,31,38,,0,,1,1,1,,1,,4,,1,,0,,1,,0,,0,15,8,,0,,0,,3,,6,,0,,0,,1,,0,2,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2110,697,604,93,0,307,0,12,6,295,301,99,94,145,137,16,36,8,5,4,2,17,15,,0,,0,0,0,,0,,3,,0,,0,,0,,0,,0,5,3,,0,,0,,1,,4,,0,,0,,1,,0,1,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2201,611,512,99,0,201,0,1,1,200,200,46,46,100,98,18,19,5,4,3,1,22,20,,1,,0,3,0,,0,,2,,0,,0,,0,,0,,0,3,4,,0,,0,,3,,1,,0,,0,,0,,1,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2202,915,823,92,0,398,0,12,11,386,387,103,94,196,187,21,36,9,12,12,10,32,27,,0,,0,4,1,,1,,1,,0,,0,,0,,0,,0,9,9,,0,,0,,1,,7,,0,,0,,1,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2203,864,747,117,0,450,0,13,7,437,443,137,124,188,175,28,48,18,15,5,7,41,41,,1,,0,5,1,,2,,5,,5,,1,,0,,0,,1,12,6,,1,,0,,2,,6,,2,,0,,0,,0,1,0,2,0
09.05.2010,Landtagswahl NRW,109,5911000,2204,838,748,90,0,317,0,8,4,309,313,67,61,164,156,26,33,9,11,10,7,25,23,,0,,0,1,0,,0,,2,,1,,0,,0,,1,,0,7,14,,0,,0,,1,,3,,0,,0,,0,,0,0,0,0,0
09.05.2010,Landtagswahl NRW,109,5911000,2205,911,733,178,0,314,0,6,4,308,310,88,79,143,132,24,34,9,13,7,7,20,24,,0,,1,2,2,,0,,2,,1,,0,,0,,0,,0,13,10,,0,,0,,1,,4,,0,,0,,0,,0,1,0,1,0
09.05.2010,Landtagswahl NRW,109,5911000,2206,872,700,172,0,376,0,12,8,364,368,104,92,177,183,14,20,14,12,8,5,34,27,,2,,0,1,0,,0,,4,,2,,0,,0,,0,,0,11,11,,0,,0,,4,,6,,0,,0,,0,,0,0,0,1,0
